ecg
78.32716833788436
84.5239336145147
109.1908046822515
115.32368635899718
88.91849274433343
42.9711472195213
-13.522417552500315
-85.56625962711257
-172.16442777801797
-245.32096149723986
-277.03989099512376
-267.32523720033475
-247.18101175985964
-247.61121703900642
-267.61984612140384
-288.2108828090019
-307.3883016220716
-342.15606779920506
-403.5181372973152
-469.4784567916363
-507.0409636757237
-509.2095860614535
-512.9882427790233
-554.3808433769509
-630.3912881220764
-698.02346799956
-731.2812647128831
-742.1685506838487
-771.6891890525801
-835.8470336775222
-916.6459291354408
-982.0897107214226
-1024.1822044488758
-1061.927227049529
-1117.3285859734322
-1190.3900793889566
-1268.1154961827945
-1328.5086159599587
-1367.5732090437834
-1394.3130364759243
-1421.7318500163574
-1453.83339214338
-1478.621396053611
-1479.0995856619895
-1452.2716756017762
-1416.1413712245526
-1387.7123686002215
-1364.9883545170067
-1330.9730064814526
-1281.6699927184254
-1226.082972171112
-1183.2155945010202
-1151.0715000879788
-1116.6543200301385
-1065.9676761439696
-1004.0151809642648
-944.8004377441371
-903.327040455021
-876.598573786672
-847.6186131471657
-794.3907246629003
-713.9184651785938
-633.2053822572864
-582.2550141803383
-568.0708899474309
-557.6565292765674
-516.0154426040715
-447.15113108458763
-390.0670865910822
-377.7667917148419
-399.25371976547467
-419.53133477090984
-417.60309147739736
-404.4724353495085
-404.1428025701352
-413.617620040491
-415.90030538011
-402.9942669268482
-386.9029037368811
-377.62960558470724
-366.1777529631443
-338.5507170833323
-292.75185987473196
-247.78453398512488
-221.6520827806139
-210.35784034562295
-202.90513148289682
-200.29727171350123
-213.5375672768235
-244.62931513057157
-276.57580295077486
-295.3803091317829
-308.0461027862675
-335.57644374522073
-375.9745825579559
-403.2437604921074
-393.38720953363094
-350.4081523868028
-304.3098024742203
-269.09536393680213
-238.7680316337885
-210.33099114273978
-197.78741875953796
-211.14048149838533
-232.39333709180647
-227.54913399064566
-198.61101136406933
-183.58209909956457
-208.46551780293947
-245.2643787983231
-231.98178412816532
-148.6208265532382
-39.18458955263384
32.323852676234765
53.90143521763298
69.54510243750508
118.25180798347469
183.01851478484411
222.84219505259443
217.71983027938666
194.6484112395591
191.62493798913067
211.64641986579784
231.70987548893663
229.81233275960324
213.95082886053012
209.12241025613105
229.32413269249707
247.55306119739987
230.80627008028875
176.08084293229206
118.37387262621758
101.68246131655212
129.00372043946106
170.33477071278878
193.67274213605867
200.0147739904727
210.3580148389127
234.6996225259387
263.0367641777897
288.3666162023841
326.686364289318
412.99320340986924
576.2843378169906
807.5569810453177
1059.8083559111624
1275.0356945125168
1423.2362382290507
1537.4072377221155
1684.545952934739
1894.64963056632
2107.6859891016707
2196.6610206410282
2083.5708459460807
1815.4118717399642
1520.1826397251984
1290.8854978120248
1102.5268800080607
860.1156743926789
511.6603133843478
110.16658891391046
-234.36133633416603
-440.91769267222196
-514.4934879994609
-506.0790584056641
-470.66926194563564
-435.26654646511906
-401.87995525997803
-364.5217470276675
-321.20495173239976
-270.9437040354202
-224.7550181462451
-203.66042861269773
-221.68595654337935
-276.85991368825705
-348.20936355088486
-408.7573146490553
-442.5223379876496
-447.520615611748
-428.7670790359675
-390.27437382094035
-342.05091544464267
-306.10049190922996
-305.42434714888304
-344.02328951178765
-400.8973279316308
-448.0446037310953
-471.46176812131057
-480.14620716698937
-486.09805529416803
-495.3190891041968
-504.8097391574222
-517.5672578929668
-537.5860191441859
-564.8595048012694
-594.3816476737395
-626.147779767733
-667.1548099772006
-714.4010126615315
-757.88535422322
-784.6063310379805
-800.5616719028578
-830.7543644847797
-893.1790815653326
-974.8338779118433
-1040.7173122502024
-1077.825626238797
-1104.1535639893334
-1145.6972254914199
-1202.4565965059712
-1248.4360749602856
-1260.6427259819354
-1245.0837024704836
-1222.763184310912
-1211.6807127151735
-1210.8327625473464
-1209.216823540719
-1194.834032866009
-1162.6873610386908
-1116.7765447907602
-1070.0957712298343
-1033.6370765682252
-1003.397170677955
-960.3809592352859
-887.5985536783771
-796.0589579552998
-712.7662462854294
-657.7212882424808
-616.9257675042106
-563.3859944633452
-496.11319722899066
-439.120055198847
-410.41642332618926
-396.0069220630536
-364.8920072728956
-312.0691200384298
-265.54046546389634
-258.3010473735784
-286.34503177374063
-315.66983025333263
-316.2786762991569
-301.1790393648097
-303.37745686909
-339.87670774569335
-388.6793523434436
-421.79468216124394
-422.2411556498522
-397.0414172848324
-362.2142273091364
-325.7707197586715
-297.71596900812676
-285.0519609526755
-291.779231255167
-306.8962731015881
-310.39808599941625
-292.27353481341277
-268.50133635242855
-264.0495205206611
-288.88027223419203
-325.95764489956764
-350.2507186716965
-351.72863218699206
-344.3540677341043
-354.0837807834008
-389.8772433481914
-444.7047527515957
-495.5465160718692
-524.3852352008756
-529.2008226033823
-524.9717330356772
-530.6802520460895
-546.313695147394
-559.8608158986686
-549.3070703853103
-508.6336845313699
-459.81979395657874
-429.8446409125175
-427.687269080828
-433.32558810213294
-424.7369450439656
-402.9001145748125
-389.79665339164234
-400.4108954847725
