ecg
-645.4166666666667
-615.6666666666667
-568.4166666666667
-538.6666666666667
-540.6666666666667
-565.0
-598.9166666666667
-647.5833333333333
-714.5833333333333
-767.8333333333333
-779.0
-750.75
-711.6666666666667
-694.4166666666667
-697.4166666666667
-699.5833333333333
-696.8333333333333
-711.4166666666667
-756.25
-806.75
-827.0833333333333
-810.25
-794.8333333333333
-812.8333333333333
-866.0833333333333
-910.75
-930.4166666666667
-925.8333333333333
-939.5
-988.3333333333333
-1054.5
-1102.9166666666667
-1131.75
-1155.5833333333333
-1198.9166666666667
-1258.9166666666667
-1323.3333333333333
-1371.8333333333333
-1402.0833333333333
-1418.4166666666667
-1438.4166666666667
-1457.3333333333333
-1475.0
-1466.25
-1432.9166666666667
-1389.9166666666667
-1355.3333333333333
-1322.5833333333333
-1282.5
-1223.25
-1160.4166666666667
-1110.25
-1072.75
-1034.0833333333333
-979.8333333333333
-913.0
-850.3333333333333
-805.5833333333333
-775.8333333333333
-744.1666666666667
-688.0
-603.25
-520.0833333333333
-467.3333333333333
-452.25
-440.1666666666667
-397.0833333333333
-327.25
-241.83333333333331
-206.66666666666663
-223.08333333333337
-243.0
-237.83333333333337
-223.91666666666663
-223.66666666666663
-234.0
-236.33333333333337
-222.41666666666663
-207.16666666666663
-197.33333333333337
-187.33333333333337
-160.66666666666663
-117.5
-70.5
-46.66666666666663
-36.66666666666663
-32.66666666666663
-31.5
-48.0
-80.66666666666663
-110.66666666666663
-131.83333333333337
-143.83333333333337
-175.0
-214.58333333333337
-244.5
-236.83333333333337
-197.66666666666663
-156.33333333333337
-111.33333333333337
-84.33333333333337
-59.0
-47.83333333333337
-63.83333333333337
-88.33333333333337
-87.0
-60.16666666666663
-37.25
-53.0
-86.5
-79.0
0.9166666666666288
104.91666666666663
171.66666666666663
188.91666666666663
204.91666666666663
253.16666666666663
314.16666666666663
349.16666666666663
342.16666666666663
316.41666666666663
313.83333333333337
332.25
412.41666666666663
404.16666666666663
381.25
370.33333333333337
383.66666666666663
395.66666666666663
372.41666666666663
311.91666666666663
247.5
224.25
244.41666666666663
279.16666666666663
295.16666666666663
294.91666666666663
297.91666666666663
315.16666666666663
337.0
355.33333333333337
386.5
465.5
622.1666666666666
846.25
1091.5833333333335
1299.6666666666665
1440.6666666666665
1547.8333333333335
1687.8333333333335
1890.9166666666665
2095.0833333333335
2175.1666666666665
2053.1666666666665
1776.1666666666665
1472.25
1234.3333333333335
1037.3333333333335
786.4166666666666
429.5
19.83333333333337
-332.41666666666663
-545.75
-627.6666666666666
-627.6666666666666
-600.4166666666666
-572.3333333333334
-546.1666666666666
-516.9166666666666
-482.75
-441.5
-404.83333333333337
-392.5
-420.25
-485.08333333333337
-566.25
-640.25
-686.25
