ecg
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
-156.80859375000006
